,Task#,Seed,Gravity,Length,Force_mag,Episode,Score
33,3,0,10,1.62,10.0,33,95.4
34,3,0,10,1.62,10.0,34,90.7
35,3,0,10,1.62,10.0,35,106.0
36,3,0,10,1.62,10.0,36,102.4
37,3,0,10,1.62,10.0,37,92.9
38,3,0,10,1.62,10.0,38,101.4
39,3,0,10,1.62,10.0,39,129.0
40,3,0,10,1.62,10.0,40,100.5
41,3,0,10,1.62,10.0,41,130.8
42,3,0,10,1.62,10.0,42,141.1
43,3,0,10,1.62,10.0,43,130.4
44,3,0,10,1.62,10.0,44,120.3
45,3,0,10,1.62,10.0,45,116.6
46,3,0,10,1.62,10.0,46,119.2
47,3,0,10,1.62,10.0,47,137.7
48,3,0,10,1.62,10.0,48,128.9
49,3,0,10,1.62,10.0,49,184.7
50,3,0,10,1.62,10.0,50,209.5
51,3,0,10,1.62,10.0,51,262.6
52,3,0,10,1.62,10.0,52,210.8
53,3,0,10,1.62,10.0,53,267.3
54,3,0,10,1.62,10.0,54,248.4
55,3,0,10,1.62,10.0,55,222.6
56,3,0,10,1.62,10.0,56,134.0
57,3,0,10,1.62,10.0,57,102.7
58,3,0,10,1.62,10.0,58,95.7
59,3,0,10,1.62,10.0,59,84.3
60,3,0,10,1.62,10.0,60,85.4
61,3,0,10,1.62,10.0,61,70.8
62,3,0,10,1.62,10.0,62,61.6
63,3,0,10,1.62,10.0,63,55.7
64,3,0,10,1.62,10.0,64,55.0
65,3,0,10,1.62,10.0,65,54.1
66,3,0,10,1.62,10.0,66,51.2
67,3,0,10,1.62,10.0,67,49.0
68,3,0,10,1.62,10.0,68,47.2
69,3,0,10,1.62,10.0,69,47.6
70,3,0,10,1.62,10.0,70,42.9
71,3,0,10,1.62,10.0,71,45.4
72,3,0,10,1.62,10.0,72,43.1
73,3,0,10,1.62,10.0,73,42.2
74,3,0,10,1.62,10.0,74,42.1
75,3,0,10,1.62,10.0,75,41.0
76,3,0,10,1.62,10.0,76,42.1
77,3,0,10,1.62,10.0,77,43.4
78,3,0,10,1.62,10.0,78,43.6
79,3,0,10,1.62,10.0,79,40.6
80,3,0,10,1.62,10.0,80,39.4
81,3,0,10,1.62,10.0,81,43.2
82,3,0,10,1.62,10.0,82,41.0
83,3,0,10,1.62,10.0,83,43.9
84,3,0,10,1.62,10.0,84,44.5
85,3,0,10,1.62,10.0,85,43.2
86,3,0,10,1.62,10.0,86,43.1
87,3,0,10,1.62,10.0,87,41.9
88,3,0,10,1.62,10.0,88,44.5
89,3,0,10,1.62,10.0,89,44.3
90,3,0,10,1.62,10.0,90,42.1
91,3,0,10,1.62,10.0,91,42.0
92,3,0,10,1.62,10.0,92,44.5
93,3,0,10,1.62,10.0,93,45.7
94,3,0,10,1.62,10.0,94,47.1
95,3,0,10,1.62,10.0,95,44.2
96,3,0,10,1.62,10.0,96,43.7
97,3,0,10,1.62,10.0,97,44.2
98,3,0,10,1.62,10.0,98,46.5
99,3,0,10,1.62,10.0,99,44.3
100,3,0,10,1.62,10.0,100,52.4
101,3,0,10,1.62,10.0,101,45.5
102,3,0,10,1.62,10.0,102,43.3
103,3,0,10,1.62,10.0,103,42.3
104,3,0,10,1.62,10.0,104,41.9
105,3,0,10,1.62,10.0,105,43.1
106,3,0,10,1.62,10.0,106,44.1
107,3,0,10,1.62,10.0,107,46.8
108,3,0,10,1.62,10.0,108,49.4
109,3,0,10,1.62,10.0,109,44.0
110,3,0,10,1.62,10.0,110,46.5
111,3,0,10,1.62,10.0,111,45.4
112,3,0,10,1.62,10.0,112,47.5
113,3,0,10,1.62,10.0,113,54.4
114,3,0,10,1.62,10.0,114,57.9
115,3,0,10,1.62,10.0,115,57.6
116,3,0,10,1.62,10.0,116,55.2
117,3,0,10,1.62,10.0,117,56.0
118,3,0,10,1.62,10.0,118,51.7
119,3,0,10,1.62,10.0,119,48.5
120,3,0,10,1.62,10.0,120,56.7
121,3,0,10,1.62,10.0,121,63.6
122,3,0,10,1.62,10.0,122,56.8
123,3,0,10,1.62,10.0,123,55.7
124,3,0,10,1.62,10.0,124,52.7
125,3,0,10,1.62,10.0,125,57.4
126,3,0,10,1.62,10.0,126,52.9
127,3,0,10,1.62,10.0,127,61.2
128,3,0,10,1.62,10.0,128,53.1
129,3,0,10,1.62,10.0,129,61.8
130,3,0,10,1.62,10.0,130,63.3
131,3,0,10,1.62,10.0,131,63.6
132,3,0,10,1.62,10.0,132,68.4
133,3,0,10,1.62,10.0,133,65.1
134,3,0,10,1.62,10.0,134,61.4
135,3,0,10,1.62,10.0,135,59.7
136,3,0,10,1.62,10.0,136,58.7
137,3,0,10,1.62,10.0,137,64.5
138,3,0,10,1.62,10.0,138,63.5
139,3,0,10,1.62,10.0,139,67.0
140,3,0,10,1.62,10.0,140,59.9
141,3,0,10,1.62,10.0,141,75.2
142,3,0,10,1.62,10.0,142,73.7
143,3,0,10,1.62,10.0,143,69.2
144,3,0,10,1.62,10.0,144,70.1
145,3,0,10,1.62,10.0,145,58.2
146,3,0,10,1.62,10.0,146,61.6
147,3,0,10,1.62,10.0,147,65.8
148,3,0,10,1.62,10.0,148,66.7
149,3,0,10,1.62,10.0,149,73.3
150,3,0,10,1.62,10.0,150,64.2
151,3,0,10,1.62,10.0,151,65.6
152,3,0,10,1.62,10.0,152,76.5
153,3,0,10,1.62,10.0,153,76.4
154,3,0,10,1.62,10.0,154,74.0
155,3,0,10,1.62,10.0,155,67.5
156,3,0,10,1.62,10.0,156,67.2
157,3,0,10,1.62,10.0,157,57.3
158,3,0,10,1.62,10.0,158,63.4
159,3,0,10,1.62,10.0,159,59.7
160,3,0,10,1.62,10.0,160,69.1
161,3,0,10,1.62,10.0,161,66.3
162,3,0,10,1.62,10.0,162,61.0
163,3,0,10,1.62,10.0,163,67.4
164,3,0,10,1.62,10.0,164,59.0
165,3,0,10,1.62,10.0,165,68.5
166,3,0,10,1.62,10.0,166,63.9
167,3,0,10,1.62,10.0,167,63.5
168,3,0,10,1.62,10.0,168,70.4
169,3,0,10,1.62,10.0,169,76.5
170,3,0,10,1.62,10.0,170,75.9
171,3,0,10,1.62,10.0,171,80.2
172,3,0,10,1.62,10.0,172,93.1
173,3,0,10,1.62,10.0,173,65.8
174,3,0,10,1.62,10.0,174,73.9
175,3,0,10,1.62,10.0,175,98.9
176,3,0,10,1.62,10.0,176,85.4
177,3,0,10,1.62,10.0,177,91.8
178,3,0,10,1.62,10.0,178,134.7
179,3,0,10,1.62,10.0,179,82.3
180,3,0,10,1.62,10.0,180,76.2
181,3,0,10,1.62,10.0,181,102.7
182,3,0,10,1.62,10.0,182,85.8
183,3,0,10,1.62,10.0,183,81.0
184,3,0,10,1.62,10.0,184,60.3
185,3,0,10,1.62,10.0,185,62.5
186,3,0,10,1.62,10.0,186,59.9
187,3,0,10,1.62,10.0,187,64.3
188,3,0,10,1.62,10.0,188,65.9
189,3,0,10,1.62,10.0,189,69.1
190,3,0,10,1.62,10.0,190,68.9
191,3,0,10,1.62,10.0,191,66.2
192,3,0,10,1.62,10.0,192,76.8
193,3,0,10,1.62,10.0,193,69.1
194,3,0,10,1.62,10.0,194,70.5
195,3,0,10,1.62,10.0,195,75.2
196,3,0,10,1.62,10.0,196,86.8
197,3,0,10,1.62,10.0,197,82.5
198,3,0,10,1.62,10.0,198,103.5
199,3,0,10,1.62,10.0,199,102.7
